Year,County,Party,Partisan_Lean,Candidate,Votes,National_Winner,County_Winner
1920,Pickett,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Polk,Republican,Center-Right,Warren G. Harding,1018,TRUE,TRUE
1920,Polk,Democratic,Center-Left,James M. Cox,775,FALSE,FALSE
1920,Polk,Socialist,Left,Eugene V. Debs,18,FALSE,FALSE
1920,Putnam,Republican,Center-Right,Warren G. Harding,2132,TRUE,FALSE
1920,Putnam,Democratic,Center-Left,James M. Cox,2996,FALSE,TRUE
1920,Putnam,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Rhea,Republican,Center-Right,Warren G. Harding,1341,TRUE,TRUE
1920,Rhea,Democratic,Center-Left,James M. Cox,1051,FALSE,FALSE
1920,Rhea,Socialist,Left,Eugene V. Debs,21,FALSE,FALSE
1920,Roane,Republican,Center-Right,Warren G. Harding,1974,TRUE,TRUE
1920,Roane,Democratic,Center-Left,James M. Cox,838,FALSE,FALSE
1920,Roane,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Robertson,Republican,Center-Right,Warren G. Harding,1191,TRUE,FALSE
1920,Robertson,Democratic,Center-Left,James M. Cox,3046,FALSE,TRUE
1920,Robertson,Socialist,Left,Eugene V. Debs,11,FALSE,FALSE
1920,Rutherford,Republican,Center-Right,Warren G. Harding,1881,TRUE,FALSE
1920,Rutherford,Democratic,Center-Left,James M. Cox,3406,FALSE,TRUE
1920,Rutherford,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Scott,Republican,Center-Right,Warren G. Harding,2537,TRUE,TRUE
1920,Scott,Democratic,Center-Left,James M. Cox,221,FALSE,FALSE
1920,Scott,Socialist,Left,Eugene V. Debs,44,FALSE,FALSE
1920,Sequatchie,Republican,Center-Right,Warren G. Harding,509,TRUE,FALSE
1920,Sequatchie,Democratic,Center-Left,James M. Cox,545,FALSE,TRUE
1920,Sequatchie,Socialist,Left,Eugene V. Debs,3,FALSE,FALSE
1920,Sevier,Republican,Center-Right,Warren G. Harding,6006,TRUE,TRUE
1920,Sevier,Democratic,Center-Left,James M. Cox,404,FALSE,FALSE
1920,Sevier,Socialist,Left,Eugene V. Debs,7,FALSE,FALSE
1920,Shelby,Republican,Center-Right,Warren G. Harding,8597,TRUE,FALSE
1920,Shelby,Democratic,Center-Left,James M. Cox,15986,FALSE,TRUE
1920,Shelby,Socialist,Left,Eugene V. Debs,260,FALSE,FALSE
1920,Smith,Republican,Center-Right,Warren G. Harding,1981,TRUE,FALSE
1920,Smith,Democratic,Center-Left,James M. Cox,3150,FALSE,TRUE
1920,Smith,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Stewart,Republican,Center-Right,Warren G. Harding,849,TRUE,FALSE
1920,Stewart,Democratic,Center-Left,James M. Cox,2366,FALSE,TRUE
1920,Stewart,Socialist,Left,Eugene V. Debs,29,FALSE,FALSE
1920,Sullivan,Republican,Center-Right,Warren G. Harding,3593,TRUE,FALSE
1920,Sullivan,Democratic,Center-Left,James M. Cox,4327,FALSE,TRUE
1920,Sullivan,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Sumner,Republican,Center-Right,Warren G. Harding,1268,TRUE,FALSE
1920,Sumner,Democratic,Center-Left,James M. Cox,3674,FALSE,TRUE
1920,Sumner,Socialist,Left,Eugene V. Debs,21,FALSE,FALSE
1920,Tipton,Republican,Center-Right,Warren G. Harding,906,TRUE,FALSE
1920,Tipton,Democratic,Center-Left,James M. Cox,2816,FALSE,TRUE
1920,Tipton,Socialist,Left,Eugene V. Debs,54,FALSE,FALSE
1920,Trousdale,Republican,Center-Right,Warren G. Harding,574,TRUE,FALSE
1920,Trousdale,Democratic,Center-Left,James M. Cox,955,FALSE,TRUE
1920,Trousdale,Socialist,Left,Eugene V. Debs,1,FALSE,FALSE
1920,Unicoi,Republican,Center-Right,Warren G. Harding,2584,TRUE,TRUE
1920,Unicoi,Democratic,Center-Left,James M. Cox,547,FALSE,FALSE
1920,Unicoi,Socialist,Left,Eugene V. Debs,4,FALSE,FALSE
1920,Union,Republican,Center-Right,Warren G. Harding,2607,TRUE,TRUE
1920,Union,Democratic,Center-Left,James M. Cox,423,FALSE,FALSE
1920,Union,Socialist,Left,Eugene V. Debs,2,FALSE,FALSE
1920,Van Buren,Republican,Center-Right,Warren G. Harding,223,TRUE,FALSE
1920,Van Buren,Democratic,Center-Left,James M. Cox,351,FALSE,TRUE
1920,Van Buren,Socialist,Left,Eugene V. Debs,8,FALSE,FALSE
1920,Warren,Republican,Center-Right,Warren G. Harding,1010,TRUE,FALSE
1920,Warren,Democratic,Center-Left,James M. Cox,1986,FALSE,TRUE
1920,Warren,Socialist,Left,Eugene V. Debs,16,FALSE,FALSE
1920,Washington,Republican,Center-Right,Warren G. Harding,4858,TRUE,TRUE
1920,Washington,Democratic,Center-Left,James M. Cox,2260,FALSE,FALSE
1920,Washington,Socialist,Left,Eugene V. Debs,4,FALSE,FALSE
1920,Wayne,Republican,Center-Right,Warren G. Harding,2617,TRUE,TRUE
1920,Wayne,Democratic,Center-Left,James M. Cox,654,FALSE,FALSE
1920,Wayne,Socialist,Left,Eugene V. Debs,13,FALSE,FALSE
1920,Weakley,Republican,Center-Right,Warren G. Harding,2741,TRUE,FALSE
1920,Weakley,Democratic,Center-Left,James M. Cox,4395,FALSE,TRUE
1920,Weakley,Socialist,Left,Eugene V. Debs,30,FALSE,FALSE
1920,White,Republican,Center-Right,Warren G. Harding,1456,TRUE,FALSE
1920,White,Democratic,Center-Left,James M. Cox,2201,FALSE,TRUE
1920,White,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Williamson,Republican,Center-Right,Warren G. Harding,946,TRUE,FALSE
1920,Williamson,Democratic,Center-Left,James M. Cox,2004,FALSE,TRUE
1920,Williamson,Socialist,Left,Eugene V. Debs,0,FALSE,FALSE
1920,Wilson,Republican,Center-Right,Warren G. Harding,1532,TRUE,FALSE
1920,Wilson,Democratic,Center-Left,James M. Cox,2160,FALSE,TRUE
1920,Wilson,Socialist,Left,Eugene V. Debs,4,FALSE,FALSE
1924,Anderson,Democratic,Center-Left,John W. Davis,548,FALSE,FALSE
1924,Anderson,Republican,Center-Right,Calvin Coolidge,1495,TRUE,TRUE
1924,Anderson,Progressive,Left,Robert M. La Follette,108,FALSE,FALSE
1924,Anderson,Other,Other,Various,7,FALSE,FALSE
1924,Bedford,Democratic,Center-Left,John W. Davis,1799,FALSE,TRUE
1924,Bedford,Republican,Center-Right,Calvin Coolidge,925,TRUE,FALSE
1924,Bedford,Progressive,Left,Robert M. La Follette,59,FALSE,FALSE
1924,Bedford,Other,Other,Various,1,FALSE,FALSE
1924,Benton,Democratic,Center-Left,John W. Davis,1097,FALSE,TRUE
1924,Benton,Republican,Center-Right,Calvin Coolidge,714,TRUE,FALSE
1924,Benton,Progressive,Left,Robert M. La Follette,33,FALSE,FALSE
1924,Benton,Other,Other,Various,9,FALSE,FALSE
1924,Bledsoe,Democratic,Center-Left,John W. Davis,485,FALSE,FALSE
1924,Bledsoe,Republican,Center-Right,Calvin Coolidge,690,TRUE,TRUE
1924,Bledsoe,Progressive,Left,Robert M. La Follette,9,FALSE,FALSE
1924,Bledsoe,Other,Other,Various,0,FALSE,FALSE
1924,Blount,Democratic,Center-Left,John W. Davis,968,FALSE,FALSE
1924,Blount,Republican,Center-Right,Calvin Coolidge,2754,TRUE,TRUE
1924,Blount,Progressive,Left,Robert M. La Follette,35,FALSE,FALSE
1924,Blount,Other,Other,Various,19,FALSE,FALSE
1924,Bradley,Democratic,Center-Left,John W. Davis,999,FALSE,FALSE
1924,Bradley,Republican,Center-Right,Calvin Coolidge,1779,TRUE,TRUE
1924,Bradley,Progressive,Left,Robert M. La Follette,36,FALSE,FALSE
1924,Bradley,Other,Other,Various,4,FALSE,FALSE
1924,Campbell,Democratic,Center-Left,John W. Davis,648,FALSE,FALSE
1924,Campbell,Republican,Center-Right,Calvin Coolidge,2620,TRUE,TRUE
1924,Campbell,Progressive,Left,Robert M. La Follette,283,FALSE,FALSE
1924,Campbell,Other,Other,Various,0,FALSE,FALSE
1924,Cannon,Democratic,Center-Left,John W. Davis,581,FALSE,TRUE
1924,Cannon,Republican,Center-Right,Calvin Coolidge,285,TRUE,FALSE
1924,Cannon,Progressive,Left,Robert M. La Follette,12,FALSE,FALSE
1924,Cannon,Other,Other,Various,0,FALSE,FALSE
1924,Carroll,Democratic,Center-Left,John W. Davis,1962,FALSE,FALSE
1924,Carroll,Republican,Center-Right,Calvin Coolidge,2199,TRUE,TRUE
1924,Carroll,Progressive,Left,Robert M. La Follette,94,FALSE,FALSE
1924,Carroll,Other,Other,Various,6,FALSE,FALSE
1924,Carter,Democratic,Center-Left,John W. Davis,551,FALSE,FALSE
1924,Carter,Republican,Center-Right,Calvin Coolidge,3657,TRUE,TRUE
1924,Carter,Progressive,Left,Robert M. La Follette,28,FALSE,FALSE
1924,Carter,Other,Other,Various,0,FALSE,FALSE
1924,Cheatham,Democratic,Center-Left,John W. Davis,868,FALSE,TRUE
1924,Cheatham,Republican,Center-Right,Calvin Coolidge,181,TRUE,FALSE
1924,Cheatham,Progressive,Left,Robert M. La Follette,14,FALSE,FALSE
1924,Cheatham,Other,Other,Various,3,FALSE,FALSE
1924,Chester,Democratic,Center-Left,John W. Davis,758,FALSE,TRUE
1924,Chester,Republican,Center-Right,Calvin Coolidge,484,TRUE,FALSE
1924,Chester,Progressive,Left,Robert M. La Follette,16,FALSE,FALSE
1924,Chester,Other,Other,Various,0,FALSE,FALSE
1924,Claiborne,Democratic,Center-Left,John W. Davis,1091,FALSE,FALSE
1924,Claiborne,Republican,Center-Right,Calvin Coolidge,1775,TRUE,TRUE
1924,Claiborne,Progressive,Left,Robert M. La Follette,94,FALSE,FALSE
1924,Claiborne,Other,Other,Various,0,FALSE,FALSE
1924,Clay,Democratic,Center-Left,John W. Davis,668,FALSE,TRUE
1924,Clay,Republican,Center-Right,Calvin Coolidge,488,TRUE,FALSE
1924,Clay,Progressive,Left,Robert M. La Follette,10,FALSE,FALSE
1924,Clay,Other,Other,Various,5,FALSE,FALSE
1924,Cocke,Democratic,Center-Left,John W. Davis,921,FALSE,FALSE
1924,Cocke,Republican,Center-Right,Calvin Coolidge,2556,TRUE,TRUE
1924,Cocke,Progressive,Left,Robert M. La Follette,18,FALSE,FALSE
1924,Cocke,Other,Other,Various,0,FALSE,FALSE
1924,Coffee,Democratic,Center-Left,John W. Davis,1691,FALSE,TRUE
1924,Coffee,Republican,Center-Right,Calvin Coolidge,488,TRUE,FALSE
1924,Coffee,Progressive,Left,Robert M. La Follette,60,FALSE,FALSE
1924,Coffee,Other,Other,Various,0,FALSE,FALSE
1924,Crockett,Democratic,Center-Left,John W. Davis,1168,FALSE,TRUE
1924,Crockett,Republican,Center-Right,Calvin Coolidge,587,TRUE,FALSE
1924,Crockett,Progressive,Left,Robert M. La Follette,20,FALSE,FALSE
1924,Crockett,Other,Other,Various,0,FALSE,FALSE
1924,Cumberland,Democratic,Center-Left,John W. Davis,538,FALSE,FALSE
1924,Cumberland,Republican,Center-Right,Calvin Coolidge,885,TRUE,TRUE
1924,Cumberland,Progressive,Left,Robert M. La Follette,87,FALSE,FALSE
1924,Cumberland,Other,Other,Various,0,FALSE,FALSE
1924,Davidson,Democratic,Center-Left,John W. Davis,11363,FALSE,TRUE
1924,Davidson,Republican,Center-Right,Calvin Coolidge,4516,TRUE,FALSE
1924,Davidson,Progressive,Left,Robert M. La Follette,1322,FALSE,FALSE
1924,Davidson,Other,Other,Various,48,FALSE,FALSE
1924,Decatur,Democratic,Center-Left,John W. Davis,877,FALSE,TRUE
1924,Decatur,Republican,Center-Right,Calvin Coolidge,799,TRUE,FALSE
1924,Decatur,Progressive,Left,Robert M. La Follette,20,FALSE,FALSE
1924,Decatur,Other,Other,Various,0,FALSE,FALSE
1924,DeKalb,Democratic,Center-Left,John W. Davis,1829,FALSE,TRUE
1924,DeKalb,Republican,Center-Right,Calvin Coolidge,1406,TRUE,FALSE
1924,DeKalb,Progressive,Left,Robert M. La Follette,22,FALSE,FALSE
1924,DeKalb,Other,Other,Various,0,FALSE,FALSE
1924,Dickson,Democratic,Center-Left,John W. Davis,1648,FALSE,TRUE
1924,Dickson,Republican,Center-Right,Calvin Coolidge,516,TRUE,FALSE
1924,Dickson,Progressive,Left,Robert M. La Follette,99,FALSE,FALSE
1924,Dickson,Other,Other,Various,7,FALSE,FALSE
1924,Dyer,Democratic,Center-Left,John W. Davis,2336,FALSE,TRUE
1924,Dyer,Republican,Center-Right,Calvin Coolidge,478,TRUE,FALSE
1924,Dyer,Progressive,Left,Robert M. La Follette,5,FALSE,FALSE
1924,Dyer,Other,Other,Various,5,FALSE,FALSE
1924,Fayette,Democratic,Center-Left,John W. Davis,1181,FALSE,TRUE
1924,Fayette,Republican,Center-Right,Calvin Coolidge,65,TRUE,FALSE
1924,Fayette,Progressive,Left,Robert M. La Follette,25,FALSE,FALSE
1924,Fayette,Other,Other,Various,2,FALSE,FALSE
1924,Fentress,Democratic,Center-Left,John W. Davis,420,FALSE,FALSE
1924,Fentress,Republican,Center-Right,Calvin Coolidge,1197,TRUE,TRUE
1924,Fentress,Progressive,Left,Robert M. La Follette,89,FALSE,FALSE
1924,Fentress,Other,Other,Various,0,FALSE,FALSE
1924,Franklin,Democratic,Center-Left,John W. Davis,2072,FALSE,TRUE
1924,Franklin,Republican,Center-Right,Calvin Coolidge,707,TRUE,FALSE
1924,Franklin,Progressive,Left,Robert M. La Follette,58,FALSE,FALSE
1924,Franklin,Other,Other,Various,0,FALSE,FALSE
1924,Gibson,Democratic,Center-Left,John W. Davis,3235,FALSE,TRUE
1924,Gibson,Republican,Center-Right,Calvin Coolidge,1037,TRUE,FALSE
1924,Gibson,Progressive,Left,Robert M. La Follette,35,FALSE,FALSE
1924,Gibson,Other,Other,Various,4,FALSE,FALSE
1924,Giles,Democratic,Center-Left,John W. Davis,2509,FALSE,TRUE
1924,Giles,Republican,Center-Right,Calvin Coolidge,677,TRUE,FALSE
1924,Giles,Progressive,Left,Robert M. La Follette,75,FALSE,FALSE
1924,Giles,Other,Other,Various,0,FALSE,FALSE
1924,Grainger,Democratic,Center-Left,John W. Davis,651,FALSE,FALSE
1924,Grainger,Republican,Center-Right,Calvin Coolidge,1464,TRUE,TRUE
1924,Grainger,Progressive,Left,Robert M. La Follette,13,FALSE,FALSE
1924,Grainger,Other,Other,Various,0,FALSE,FALSE
1924,Greene,Democratic,Center-Left,John W. Davis,2586,FALSE,FALSE
1924,Greene,Republican,Center-Right,Calvin Coolidge,3282,TRUE,TRUE
1924,Greene,Progressive,Left,Robert M. La Follette,26,FALSE,FALSE
1924,Greene,Other,Other,Various,3,FALSE,FALSE
1924,Grundy,Democratic,Center-Left,John W. Davis,394,FALSE,TRUE
1924,Grundy,Republican,Center-Right,Calvin Coolidge,173,TRUE,FALSE
1924,Grundy,Progressive,Left,Robert M. La Follette,194,FALSE,FALSE
1924,Grundy,Other,Other,Various,3,FALSE,FALSE
1924,Hamblen,Democratic,Center-Left,John W. Davis,1317,FALSE,FALSE
1924,Hamblen,Republican,Center-Right,Calvin Coolidge,1342,TRUE,TRUE
1924,Hamblen,Progressive,Left,Robert M. La Follette,53,FALSE,FALSE
1924,Hamblen,Other,Other,Various,0,FALSE,FALSE
1924,Hamilton,Democratic,Center-Left,John W. Davis,7511,FALSE,FALSE
1924,Hamilton,Republican,Center-Right,Calvin Coolidge,8421,TRUE,TRUE
1924,Hamilton,Progressive,Left,Robert M. La Follette,848,FALSE,FALSE
1924,Hamilton,Other,Other,Various,0,FALSE,FALSE
1924,Hancock,Democratic,Center-Left,John W. Davis,305,FALSE,FALSE
1924,Hancock,Republican,Center-Right,Calvin Coolidge,1028,TRUE,TRUE
1924,Hancock,Progressive,Left,Robert M. La Follette,7,FALSE,FALSE
1924,Hancock,Other,Other,Various,0,FALSE,FALSE
1924,Hardeman,Democratic,Center-Left,John W. Davis,1586,FALSE,TRUE
1924,Hardeman,Republican,Center-Right,Calvin Coolidge,254,TRUE,FALSE
1924,Hardeman,Progressive,Left,Robert M. La Follette,55,FALSE,FALSE
1924,Hardeman,Other,Other,Various,2,FALSE,FALSE
1924,Hardin,Democratic,Center-Left,John W. Davis,618,FALSE,FALSE
1924,Hardin,Republican,Center-Right,Calvin Coolidge,1175,TRUE,TRUE
1924,Hardin,Progressive,Left,Robert M. La Follette,4,FALSE,FALSE
1924,Hardin,Other,Other,Various,0,FALSE,FALSE
1924,Hawkins,Democratic,Center-Left,John W. Davis,1596,FALSE,FALSE
1924,Hawkins,Republican,Center-Right,Calvin Coolidge,2600,TRUE,TRUE
1924,Hawkins,Progressive,Left,Robert M. La Follette,51,FALSE,FALSE
1924,Hawkins,Other,Other,Various,0,FALSE,FALSE
1924,Haywood,Democratic,Center-Left,John W. Davis,1872,FALSE,TRUE
1924,Haywood,Republican,Center-Right,Calvin Coolidge,60,TRUE,FALSE
1924,Haywood,Progressive,Left,Robert M. La Follette,15,FALSE,FALSE
1924,Haywood,Other,Other,Various,0,FALSE,FALSE
1924,Henderson,Democratic,Center-Left,John W. Davis,1009,FALSE,FALSE
1924,Henderson,Republican,Center-Right,Calvin Coolidge,1616,TRUE,TRUE
1924,Henderson,Progressive,Left,Robert M. La Follette,51,FALSE,FALSE
1924,Henderson,Other,Other,Various,1,FALSE,FALSE
1924,Henry,Democratic,Center-Left,John W. Davis,2478,FALSE,TRUE
1924,Henry,Republican,Center-Right,Calvin Coolidge,562,TRUE,FALSE
1924,Henry,Progressive,Left,Robert M. La Follette,143,FALSE,FALSE
1924,Henry,Other,Other,Various,10,FALSE,FALSE
1924,Hickman,Democratic,Center-Left,John W. Davis,922,FALSE,TRUE
1924,Hickman,Republican,Center-Right,Calvin Coolidge,315,TRUE,FALSE
1924,Hickman,Progressive,Left,Robert M. La Follette,21,FALSE,FALSE
1924,Hickman,Other,Other,Various,0,FALSE,FALSE
1924,Houston,Democratic,Center-Left,John W. Davis,444,FALSE,TRUE
1924,Houston,Republican,Center-Right,Calvin Coolidge,97,TRUE,FALSE
1924,Houston,Progressive,Left,Robert M. La Follette,33,FALSE,FALSE
1924,Houston,Other,Other,Various,2,FALSE,FALSE
1924,Humphreys,Democratic,Center-Left,John W. Davis,1005,FALSE,TRUE
1924,Humphreys,Republican,Center-Right,Calvin Coolidge,216,TRUE,FALSE
1924,Humphreys,Progressive,Left,Robert M. La Follette,37,FALSE,FALSE
1924,Humphreys,Other,Other,Various,0,FALSE,FALSE
1924,Jackson,Democratic,Center-Left,John W. Davis,1074,FALSE,TRUE
1924,Jackson,Republican,Center-Right,Calvin Coolidge,354,TRUE,FALSE
1924,Jackson,Progressive,Left,Robert M. La Follette,10,FALSE,FALSE
1924,Jackson,Other,Other,Various,0,FALSE,FALSE
1924,Jefferson,Democratic,Center-Left,John W. Davis,712,FALSE,FALSE
1924,Jefferson,Republican,Center-Right,Calvin Coolidge,2699,TRUE,TRUE
1924,Jefferson,Progressive,Left,Robert M. La Follette,32,FALSE,FALSE
1924,Jefferson,Other,Other,Various,0,FALSE,FALSE
1924,Johnson,Democratic,Center-Left,John W. Davis,254,FALSE,FALSE
1924,Johnson,Republican,Center-Right,Calvin Coolidge,2799,TRUE,TRUE
1924,Johnson,Progressive,Left,Robert M. La Follette,11,FALSE,FALSE
1924,Johnson,Other,Other,Various,0,FALSE,FALSE
1924,Knox,Democratic,Center-Left,John W. Davis,6935,FALSE,FALSE
1924,Knox,Republican,Center-Right,Calvin Coolidge,10709,TRUE,TRUE
1924,Knox,Progressive,Left,Robert M. La Follette,1340,FALSE,FALSE
1924,Knox,Other,Other,Various,0,FALSE,FALSE
1924,Lake,Democratic,Center-Left,John W. Davis,817,FALSE,TRUE
1924,Lake,Republican,Center-Right,Calvin Coolidge,87,TRUE,FALSE
1924,Lake,Progressive,Left,Robert M. La Follette,8,FALSE,FALSE
1924,Lake,Other,Other,Various,1,FALSE,FALSE
1924,Lauderdale,Democratic,Center-Left,John W. Davis,1596,FALSE,TRUE
1924,Lauderdale,Republican,Center-Right,Calvin Coolidge,242,TRUE,FALSE
1924,Lauderdale,Progressive,Left,Robert M. La Follette,30,FALSE,FALSE
1924,Lauderdale,Other,Other,Various,0,FALSE,FALSE
1924,Lawrence,Democratic,Center-Left,John W. Davis,2185,FALSE,FALSE
1924,Lawrence,Republican,Center-Right,Calvin Coolidge,2375,TRUE,TRUE
1924,Lawrence,Progressive,Left,Robert M. La Follette,56,FALSE,FALSE
1924,Lawrence,Other,Other,Various,0,FALSE,FALSE
1924,Lewis,Democratic,Center-Left,John W. Davis,310,FALSE,TRUE
1924,Lewis,Republican,Center-Right,Calvin Coolidge,191,TRUE,FALSE
1924,Lewis,Progressive,Left,Robert M. La Follette,25,FALSE,FALSE
1924,Lewis,Other,Other,Various,0,FALSE,FALSE
1924,Lincoln,Democratic,Center-Left,John W. Davis,2356,FALSE,TRUE
1924,Lincoln,Republican,Center-Right,Calvin Coolidge,357,TRUE,FALSE
1924,Lincoln,Progressive,Left,Robert M. La Follette,25,FALSE,FALSE
1924,Lincoln,Other,Other,Various,6,FALSE,FALSE
1924,Loudon,Democratic,Center-Left,John W. Davis,703,FALSE,FALSE
1924,Loudon,Republican,Center-Right,Calvin Coolidge,1533,TRUE,TRUE
1924,Loudon,Progressive,Left,Robert M. La Follette,62,FALSE,FALSE
1924,Loudon,Other,Other,Various,4,FALSE,FALSE
1924,Macon,Democratic,Center-Left,John W. Davis,689,FALSE,FALSE
1924,Macon,Republican,Center-Right,Calvin Coolidge,1808,TRUE,TRUE
1924,Macon,Progressive,Left,Robert M. La Follette,15,FALSE,FALSE
1924,Macon,Other,Other,Various,0,FALSE,FALSE
1924,Madison,Democratic,Center-Left,John W. Davis,3422,FALSE,TRUE
1924,Madison,Republican,Center-Right,Calvin Coolidge,1110,TRUE,FALSE
1924,Madison,Progressive,Left,Robert M. La Follette,399,FALSE,FALSE
1924,Madison,Other,Other,Various,0,FALSE,FALSE
1924,Marion,Democratic,Center-Left,John W. Davis,1036,FALSE,FALSE
1924,Marion,Republican,Center-Right,Calvin Coolidge,1074,TRUE,TRUE
1924,Marion,Progressive,Left,Robert M. La Follette,102,FALSE,FALSE
1924,Marion,Other,Other,Various,0,FALSE,FALSE
1924,Marshall,Democratic,Center-Left,John W. Davis,1696,FALSE,TRUE
1924,Marshall,Republican,Center-Right,Calvin Coolidge,349,TRUE,FALSE
1924,Marshall,Progressive,Left,Robert M. La Follette,40,FALSE,FALSE
1924,Marshall,Other,Other,Various,0,FALSE,FALSE
1924,Maury,Democratic,Center-Left,John W. Davis,3000,FALSE,TRUE
1924,Maury,Republican,Center-Right,Calvin Coolidge,844,TRUE,FALSE
1924,Maury,Progressive,Left,Robert M. La Follette,100,FALSE,FALSE
1924,Maury,Other,Other,Various,0,FALSE,FALSE
1924,McMinn,Democratic,Center-Left,John W. Davis,1617,FALSE,FALSE
1924,McMinn,Republican,Center-Right,Calvin Coolidge,2654,TRUE,TRUE
1924,McMinn,Progressive,Left,Robert M. La Follette,239,FALSE,FALSE
1924,McMinn,Other,Other,Various,0,FALSE,FALSE
1924,McNairy,Democratic,Center-Left,John W. Davis,1125,FALSE,FALSE
1924,McNairy,Republican,Center-Right,Calvin Coolidge,1625,TRUE,TRUE
1924,McNairy,Progressive,Left,Robert M. La Follette,26,FALSE,FALSE
1924,McNairy,Other,Other,Various,0,FALSE,FALSE
1924,Meigs,Democratic,Center-Left,John W. Davis,574,FALSE,FALSE
1924,Meigs,Republican,Center-Right,Calvin Coolidge,657,TRUE,TRUE
1924,Meigs,Progressive,Left,Robert M. La Follette,14,FALSE,FALSE
1924,Meigs,Other,Other,Various,0,FALSE,FALSE
1924,Monroe,Democratic,Center-Left,John W. Davis,2226,FALSE,FALSE
1924,Monroe,Republican,Center-Right,Calvin Coolidge,2480,TRUE,TRUE
1924,Monroe,Progressive,Left,Robert M. La Follette,12,FALSE,FALSE
1924,Monroe,Other,Other,Various,0,FALSE,FALSE
1924,Montgomery,Democratic,Center-Left,John W. Davis,1946,FALSE,TRUE
1924,Montgomery,Republican,Center-Right,Calvin Coolidge,941,TRUE,FALSE
1924,Montgomery,Progressive,Left,Robert M. La Follette,51,FALSE,FALSE
1924,Montgomery,Other,Other,Various,3,FALSE,FALSE
1924,Moore,Democratic,Center-Left,John W. Davis,492,FALSE,TRUE
1924,Moore,Republican,Center-Right,Calvin Coolidge,41,TRUE,FALSE
1924,Moore,Progressive,Left,Robert M. La Follette,4,FALSE,FALSE
1924,Moore,Other,Other,Various,0,FALSE,FALSE
1924,Morgan,Democratic,Center-Left,John W. Davis,411,FALSE,FALSE
1924,Morgan,Republican,Center-Right,Calvin Coolidge,1103,TRUE,TRUE
1924,Morgan,Progressive,Left,Robert M. La Follette,243,FALSE,FALSE
1924,Morgan,Other,Other,Various,0,FALSE,FALSE
1924,Obion,Democratic,Center-Left,John W. Davis,3223,FALSE,TRUE
1924,Obion,Republican,Center-Right,Calvin Coolidge,485,TRUE,FALSE
1924,Obion,Progressive,Left,Robert M. La Follette,61,FALSE,FALSE
1924,Obion,Other,Other,Various,0,FALSE,FALSE
1924,Overton,Democratic,Center-Left,John W. Davis,1532,FALSE,TRUE
1924,Overton,Republican,Center-Right,Calvin Coolidge,900,TRUE,FALSE
1924,Overton,Progressive,Left,Robert M. La Follette,45,FALSE,FALSE
1924,Overton,Other,Other,Various,0,FALSE,FALSE
1924,Perry,Democratic,Center-Left,John W. Davis,494,FALSE,TRUE
1924,Perry,Republican,Center-Right,Calvin Coolidge,268,TRUE,FALSE
1924,Perry,Progressive,Left,Robert M. La Follette,4,FALSE,FALSE
1924,Perry,Other,Other,Various,0,FALSE,FALSE
1924,Pickett,Democratic,Center-Left,John W. Davis,643,FALSE,FALSE
1924,Pickett,Republican,Center-Right,Calvin Coolidge,676,TRUE,TRUE
1924,Pickett,Progressive,Left,Robert M. La Follette,5,FALSE,FALSE
1924,Pickett,Other,Other,Various,0,FALSE,FALSE
1924,Polk,Democratic,Center-Left,John W. Davis,1150,FALSE,FALSE
1924,Polk,Republican,Center-Right,Calvin Coolidge,1247,TRUE,TRUE
1924,Polk,Progressive,Left,Robert M. La Follette,34,FALSE,FALSE
1924,Polk,Other,Other,Various,0,FALSE,FALSE
1924,Putnam,Democratic,Center-Left,John W. Davis,2474,FALSE,TRUE
1924,Putnam,Republican,Center-Right,Calvin Coolidge,1489,TRUE,FALSE
1924,Putnam,Progressive,Left,Robert M. La Follette,48,FALSE,FALSE
1924,Putnam,Other,Other,Various,7,FALSE,FALSE
1924,Rhea,Democratic,Center-Left,John W. Davis,1169,FALSE,TRUE
1924,Rhea,Republican,Center-Right,Calvin Coolidge,1168,TRUE,FALSE
1924,Rhea,Progressive,Left,Robert M. La Follette,65,FALSE,FALSE
1924,Rhea,Other,Other,Various,2,FALSE,FALSE
1924,Roane,Democratic,Center-Left,John W. Davis,795,FALSE,FALSE
1924,Roane,Republican,Center-Right,Calvin Coolidge,1635,TRUE,TRUE
1924,Roane,Progressive,Left,Robert M. La Follette,139,FALSE,FALSE
1924,Roane,Other,Other,Various,8,FALSE,FALSE
1924,Robertson,Democratic,Center-Left,John W. Davis,1645,FALSE,TRUE
1924,Robertson,Republican,Center-Right,Calvin Coolidge,229,TRUE,FALSE
1924,Robertson,Progressive,Left,Robert M. La Follette,38,FALSE,FALSE
1924,Robertson,Other,Other,Various,6,FALSE,FALSE
1924,Rutherford,Democratic,Center-Left,John W. Davis,2137,FALSE,TRUE
1924,Rutherford,Republican,Center-Right,Calvin Coolidge,680,TRUE,FALSE
