YEAR,ELECTYPE,LOCALITY,COUNTY,STATEFP,PRECINCT,PRECINCT_NAME,OFFICENAME,CANDIDATE,PARTY,VOTES
2002,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States House of Representatives District 5,John Jay Hooker,Independent,0
2002,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States House of Representatives District 5,Jesse Turner,Independent,0
2002,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States House of Representatives District 5,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States House of Representatives District 5,Jim Cooper,Democrat,182
2002,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States House of Representatives District 5,Robert Duvall,Republican,121
2002,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States House of Representatives District 5,Jonathan D. Farley,Independent,2
2002,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States House of Representatives District 5,John Jay Hooker,Independent,3
2002,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States House of Representatives District 5,Jesse Turner,Independent,2
2002,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States House of Representatives District 5,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram Elementary,United States House of Representatives District 5,Jim Cooper,Democrat,569
2002,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram Elementary,United States House of Representatives District 5,Robert Duvall,Republican,464
2002,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram Elementary,United States House of Representatives District 5,Jonathan D. Farley,Independent,7
2002,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram Elementary,United States House of Representatives District 5,John Jay Hooker,Independent,6
2002,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram Elementary,United States House of Representatives District 5,Jesse Turner,Independent,3
2002,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram Elementary,United States House of Representatives District 5,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 5,Jim Cooper,Democrat,67
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 5,Robert Duvall,Republican,61
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 5,Jonathan D. Farley,Independent,1
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 5,John Jay Hooker,Independent,1
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 5,Jesse Turner,Independent,1
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 5,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 5,Jim Cooper,Democrat,60
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 5,Robert Duvall,Republican,40
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 5,Jonathan D. Farley,Independent,0
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 5,John Jay Hooker,Independent,0
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 5,Jesse Turner,Independent,0
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 5,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 5,Jim Cooper,Democrat,1498
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 5,Robert Duvall,Republican,821
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 5,Jonathan D. Farley,Independent,6
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 5,John Jay Hooker,Independent,12
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 5,Jesse Turner,Independent,2
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 5,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States House of Representatives District 7,Tim Barron,Democrat,294
2002,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States House of Representatives District 7,Marsha Blackburn,Republican,370
2002,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States House of Representatives District 7,Rick Patterson,Independent,10
2002,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States House of Representatives District 7,Write-Ins,Write-In,1
2002,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States House of Representatives District 7,Tim Barron,Democrat,8
2002,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States House of Representatives District 7,Marsha Blackburn,Republican,22
2002,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States House of Representatives District 7,Rick Patterson,Independent,0
2002,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States House of Representatives District 7,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States House of Representatives District 7,Tim Barron,Democrat,162
2002,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States House of Representatives District 7,Marsha Blackburn,Republican,202
2002,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States House of Representatives District 7,Rick Patterson,Independent,7
2002,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States House of Representatives District 7,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 7,Tim Barron,Democrat,560
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 7,Marsha Blackburn,Republican,1010
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 7,Rick Patterson,Independent,22
2002,PRIMARY,FEDERAL,Cheatham,47,6-1,Harpeth High,United States House of Representatives District 7,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 7,Tim Barron,Democrat,26
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 7,Marsha Blackburn,Republican,22
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 7,Rick Patterson,Independent,0
2002,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States House of Representatives District 7,Write-Ins,Write-In,0
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 7,Tim Barron,Democrat,268
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 7,Marsha Blackburn,Republican,399
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 7,Rick Patterson,Independent,5
2002,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States House of Representatives District 7,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,1-1,Ashland City,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,422
2002,PRIMARY,STATE,Cheatham,47,1-1,Ashland City,Tennessee House of Representatives District 78,Phillip Johnson,Republican,351
2002,PRIMARY,STATE,Cheatham,47,1-1,Ashland City,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,2-2,East Cheatham Elementary,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,480
2002,PRIMARY,STATE,Cheatham,47,2-2,East Cheatham Elementary,Tennessee House of Representatives District 78,Phillip Johnson,Republican,509
2002,PRIMARY,STATE,Cheatham,47,2-2,East Cheatham Elementary,Tennessee House of Representatives District 78,Write-Ins,Write-In,1
2002,PRIMARY,STATE,Cheatham,47,3-1,Pleasant View,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,550
2002,PRIMARY,STATE,Cheatham,47,3-1,Pleasant View,Tennessee House of Representatives District 78,Phillip Johnson,Republican,704
2002,PRIMARY,STATE,Cheatham,47,3-1,Pleasant View,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,4-1,West Cheatham Elementary,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,406
2002,PRIMARY,STATE,Cheatham,47,4-1,West Cheatham Elementary,Tennessee House of Representatives District 78,Phillip Johnson,Republican,357
2002,PRIMARY,STATE,Cheatham,47,4-1,West Cheatham Elementary,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,4-2,New Hope CC,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,14
2002,PRIMARY,STATE,Cheatham,47,4-2,New Hope CC,Tennessee House of Representatives District 78,Phillip Johnson,Republican,19
2002,PRIMARY,STATE,Cheatham,47,4-2,New Hope CC,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,4-3,Sycamore Middle,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,158
2002,PRIMARY,STATE,Cheatham,47,4-3,Sycamore Middle,Tennessee House of Representatives District 78,Phillip Johnson,Republican,157
2002,PRIMARY,STATE,Cheatham,47,4-3,Sycamore Middle,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,5-1,Two Rivers Fire,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,220
2002,PRIMARY,STATE,Cheatham,47,5-1,Two Rivers Fire,Tennessee House of Representatives District 78,Phillip Johnson,Republican,181
2002,PRIMARY,STATE,Cheatham,47,5-1,Two Rivers Fire,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,5-2,Pegram Elementary,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,410
2002,PRIMARY,STATE,Cheatham,47,5-2,Pegram Elementary,Tennessee House of Representatives District 78,Phillip Johnson,Republican,634
2002,PRIMARY,STATE,Cheatham,47,5-2,Pegram Elementary,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,6-1,Harpeth High,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,722
2002,PRIMARY,STATE,Cheatham,47,6-1,Harpeth High,Tennessee House of Representatives District 78,Phillip Johnson,Republican,1020
2002,PRIMARY,STATE,Cheatham,47,6-1,Harpeth High,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,ABSENTEE,ABSENTEE,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,88
2002,PRIMARY,STATE,Cheatham,47,ABSENTEE,ABSENTEE,Tennessee House of Representatives District 78,Phillip Johnson,Republican,64
2002,PRIMARY,STATE,Cheatham,47,ABSENTEE,ABSENTEE,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2002,PRIMARY,STATE,Cheatham,47,EARLY,EARLY,Tennessee House of Representatives District 78,Jerry W. Hamlin,Democrat,1667
2002,PRIMARY,STATE,Cheatham,47,EARLY,EARLY,Tennessee House of Representatives District 78,Phillip Johnson,Republican,1421
2002,PRIMARY,STATE,Cheatham,47,EARLY,EARLY,Tennessee House of Representatives District 78,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Al Gore,Democrat,491
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,George W. Bush,Republican,440
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Cathy Gordon Brown,Independent,1
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Harry Browne,Libertarian,2
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Patrick J. Buchanan,Reform,0
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,John Hagelin,Natural Law,2
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Ralph Nader,Green,18
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Howard Phillips,Constitution,3
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Al Gore,Democrat,134
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,George W. Bush,Republican,109
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Cathy Gordon Brown,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Harry Browne,Libertarian,1
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Patrick J. Buchanan,Reform,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Ralph Nader,Green,3
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Al Gore,Democrat,606
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,George W. Bush,Republican,585
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Cathy Gordon Brown,Independent,1
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Harry Browne,Libertarian,1
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Patrick J. Buchanan,Reform,4
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Ralph Nader,Green,15
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Al Gore,Democrat,571
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,George W. Bush,Republican,812
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Cathy Gordon Brown,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Harry Browne,Libertarian,4
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Patrick J. Buchanan,Reform,4
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Ralph Nader,Green,11
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,3-1,Pleasant View,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Al Gore,Democrat,379
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,George W. Bush,Republican,375
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Cathy Gordon Brown,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Harry Browne,Libertarian,1
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Patrick J. Buchanan,Reform,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Ralph Nader,Green,7
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-1,West Cheatham Elementary,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Al Gore,Democrat,14
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,George W. Bush,Republican,24
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Cathy Gordon Brown,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Harry Browne,Libertarian,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Patrick J. Buchanan,Reform,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Ralph Nader,Green,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-2,New Hope CC,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Al Gore,Democrat,97
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,George W. Bush,Republican,118
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Cathy Gordon Brown,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Harry Browne,Libertarian,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Patrick J. Buchanan,Reform,1
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Ralph Nader,Green,2
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,4-3,Sycamore Middle,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Al Gore,Democrat,294
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,George W. Bush,Republican,238
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Cathy Gordon Brown,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Harry Browne,Libertarian,1
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Patrick J. Buchanan,Reform,2
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Ralph Nader,Green,5
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-1,Two Rivers Fire,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Al Gore,Democrat,655
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,George W. Bush,Republican,636
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Cathy Gordon Brown,Independent,1
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Harry Browne,Libertarian,2
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Patrick J. Buchanan,Reform,4
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,John Hagelin,Natural Law,2
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Ralph Nader,Green,18
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,5-2,Pegram City Hall,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Al Gore,Democrat,850
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,George W. Bush,Republican,1066
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Cathy Gordon Brown,Independent,1
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Harry Browne,Libertarian,9
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Patrick J. Buchanan,Reform,1
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Ralph Nader,Green,26
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Howard Phillips,Constitution,1
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,6-1,Kingston Springs,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Al Gore,Democrat,126
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,George W. Bush,Republican,114
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Cathy Gordon Brown,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Harry Browne,Libertarian,0
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Patrick J. Buchanan,Reform,0
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Ralph Nader,Green,2
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,ABSENTEE,ABSENTEE,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Al Gore,Democrat,1845
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,George W. Bush,Republican,1839
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Cathy Gordon Brown,Independent,1
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Harry Browne,Libertarian,6
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Patrick J. Buchanan,Reform,3
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,John Hagelin,Natural Law,0
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Ralph Nader,Green,32
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Howard Phillips,Constitution,0
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Randall Venson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,EARLY,EARLY,United States President,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,Jeff Clark,Democrat,255
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,Bill Frist,Republican,590
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,Tom Burrell,Green,26
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,Charles F Johnson,Independent,3
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,Joel Kinstle,Independent,3
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,David Jarrod Ownby,Independent,3
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,Robert O. Watson,Independent,14
2000,PRIMARY,FEDERAL,Cheatham,47,1-1,Ashland City,United States Senate,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,Jeff Clark,Democrat,60
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,Bill Frist,Republican,165
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,Tom Burrell,Green,6
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,Charles F Johnson,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,Joel Kinstle,Independent,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,David Jarrod Ownby,Independent,1
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,Robert O. Watson,Independent,1
2000,PRIMARY,FEDERAL,Cheatham,47,2-1,Cheatham County High,United States Senate,Write-Ins,Write-In,0
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States Senate,Jeff Clark,Democrat,315
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States Senate,Bill Frist,Republican,760
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States Senate,Tom Burrell,Green,20
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States Senate,Charles F Johnson,Independent,13
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States Senate,Joel Kinstle,Independent,3
2000,PRIMARY,FEDERAL,Cheatham,47,2-2,East Cheatham Elementary,United States Senate,David Jarrod Ownby,Independent,2
